Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Deloitte,C&M-AM&C-Visual Design-Senior Consultant,"Pune, Maharashtra, India",71 school alumni work here,https://www.linkedin.com/jobs/view/3832339851/?eBP=CwEAAAGN_rsv4FbJH4GsKw2ZIbSjJU8lJCXxDW4Y0Txef6lEZdPfhRb4rGkitayRX_icZYTMwpmTh4uRXBz9QElFd0jAJp2yFQvZqp9zrzq_MkOPWr_3SVdL462b1bGS6TLkgrsjvt72P1GSvj5dv5JJDLA5FA-Yn0dmtLFJH_7TpNOGFsAzvxEgPHQCtPyxN2crOYuX4pVe94fgFW9Er3nN9ZJKYPw_8OkrE8ae9WkEWmOcnDO8CS_DLP1ZUm_J9fud3ZBNtMX0zDWCwKRo8OpKZ0OpwqG4RY8Bsj6Ole6B8PzESP54fD_fxdpy3K7y4Jk5A5XmvJbT_4Wz7pmMyHW3QmIPz_WgPIwxI7A6GuDFoC3dXGDyhrDy4LA_hBYr3NHSWgE6NNKntyyroymibWjNptkR0LYC&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=JgeTEaNpYB%2BH9nd%2Bvjnm3A%3D%3D&trk=flagship3_search_srp_jobs
Your Seller,Creative Team Lead,"Ahmedabad, Gujarat, India (On-site)",,https://www.linkedin.com/jobs/view/3824419569/?eBP=CwEAAAGN_rsv4Nw5pjjhTNiWB6uOpZ4YFAwt4x8w5YbtKAJAod7y50DKSkpEVlEZhOCwziVyQTYk0j7S5jLuIau_SzPcLKPIdh-1DtlinIQLRwnlZ1nLdB1OXaY2C1N_6pmNHsPKyF6bS9ij8fESEXKXgJaWBcSyGon45pHmH_Vc9raP4RQbGmtyDQO1qSmoYTylEuOj8jcXp4dx3EB0AR2BN4hoHR3jKX94B0gx9GlNmZ0d1EA0q-awoEWJaZsHuuTHEX3MWuqL-EyjJzNrxvzwqt8mSZC1NWvCgJ1BzFgNlNUcjVt9X9cz4uC-fdLAKniUqA9wIsPYtElJMbH4vRs34KIQAylZTXvvz0MVvPvIZnkqkVoIAmtDujZqvHQynosM0h2GOOcsB3pPPI7LA7TO0HRZBsHm6ms9HFAc0RH-hKWGQCMGFaFpW1Dt&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=z8UhgUA%2FetcZTA4GTui4xQ%3D%3D&trk=flagship3_search_srp_jobs
TING,Junior Motion Graphics Artist,"Mumbai, Maharashtra, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3824029189/?eBP=CwEAAAGN_rsv4DTE6XUvjyBiA2WfP-0CAv78xAX6SwhUTY7A4TnGEF3aQ0162HPNM-ICNXPpVJh1I0c4WyIQDBQAcwqkrC7t-bgalHlyZPF3w-JyfxkwKO26MwNxNHsWiAumWOvF7V2zvI1YkqppWJSTK3GIGoTF3UDb3XXkj-S8lCFr30fsA8kCWL7Hk0A4eNmufd_oNV88xY5mOk0lKptGP-BJW7f8Q5QVVBVHUAzcj2v5TPky9iqWsGvOe_qdiqGREto5U-KC4jgbY-kQ2b2mssDcv3ZdFzDq3xHeS0uCN-LjkJIupYXeWtPI5IDYPGFETiYtECD_fcdKO0MTka5ijswhs2yTiWV_5M8f4_OVwh8nTNKguDsDSx0hOmT-mpzkrwoWIdlvAd7UJ8IBfu6JAm3Ticox&refId=N4P1ZVbKJ4xP2BRopLKQGA%3D%3D&trackingId=kDiz6b4LuUp7tkYYNfXGwQ%3D%3D&trk=flagship3_search_srp_jobs
Capgemini,Database ,"Pune, Maharashtra, India (Hybrid)",2 connections work here,https://www.linkedin.com/jobs/view/3843896520/?eBP=CwEAAAGN_r0T18EeFvFw_b8uSqP1DUm8fJuiqPrsBd-Di4bEhIyA1RweKnuVnOqc_VjTVLvGs_piirKi4kN5QlK4sjZ8yh0m1i3h0LsRCQT6RJYh9t1_9ctx2jonKtOrzMocCCLYH8-PKjyMeOvBgwKLbXZU0HdU6yVWgz6-kC00MMnFVaJaJyjHZM1aeSYi-Cb9JEx2TwHDiQopPTZ2JdOFk85HzWSmaWpti800v89G9CHt9R-Jfg--mb7N7IH5vBwQSLhbH2PLgCRJPzdvwYXFrxDA7H3rZ6cEtMMU2L_WH6lexZ3Rrvb-vJ3DT39T7LqTbD9tjGRJ-5QZVQb1hCn9Q8hZxyvrgcq6ingE1cTVMdoVtJtSaRi5e08&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=pGh9Lk39MObRJq9QebasPQ%3D%3D&trk=flagship3_search_srp_jobs
Andor Tech,Database ,"Bengaluru, Karnataka, India (Hybrid)",,https://www.linkedin.com/jobs/view/3830795621/?eBP=CwEAAAGN_r0T1xKypD74yaYX3ReVyeA2GO53Ln2pecX1jmCzFB0XKIun9QW7tv-TfkwNuuljjr6gGZwwhDgk4DmWns6NfH7Z2dWg91oAVZUNwcLilOH0bKMgL4kPOlz2l8bqFXX-3pAuyp8RqnHZucApq7IndtNqvzlyn153ygoDtieAGlztDssDGazouabxNNQjtxcgf3PZ1yRsCtBvfCl4GoMG-4wFl_Hwk1Ny9BcLwkyxN6Qs1Z3zOcCDmqrqDwYY-ZN695z6t6LwdCHLd7MHxWz9JL1cLe7W-zdMuWrgrdGySI1YfeKOqfl2ZmQgbsevFbXijp8ojRyBSiOYbEkYbsUhzvqpCdq49OuPvPiy3wnLQoofuDt8xj0JucNgu9R4m-1gsDxrtaYYt8bGc553FTfZpePM1dgRmg&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=V2GjDNWYQqdu8E04029Lrw%3D%3D&trk=flagship3_search_srp_jobs
UNO Digital Bank,Database ,Greater Kolkata Area (On-site),Actively recruiting,https://www.linkedin.com/jobs/view/3830343948/?eBP=CwEAAAGN_r0T19U1CuLF9xkXIBDEAT-h0diQU7TABypX4TXLRK0D7Mnd4oiqr5MI0KI-o-Hi1zx_u7sfrSGYl4Urp2EnD8OzD-EkxjnVd2LkSIiHX6qB0ZtS-nPFM-FIvhqk0KhfbKMGkjHWd1WJtnR7vCO4nAR2NuZeNahpMAOXGtp1_SY9c6mmqMo4zS2n9kfUdmFaU9BYS9U4XDTgCKKA8-PxG9HVIbGgK_A8EPwh4A6OQ200q3AdJ_U3yjFIDGriBKZCeF2_D1zH-ZTIMQ8ETYT-SvFnrbc4oR_2Hg59UPHYL3MPgnd0TldyzNWoq-i2QMOhWKFOFBFnR71Lj5msVZxso50g0jppxIwH9KAqT9xmpp6igGmgte9Kpqcm-ORTprFaQxZxckTcqMKLxsTr9xd_s4_WemHlBw&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=%2FUCE2%2BLPRcY4p%2BzJjqbqfA%3D%3D&trk=flagship3_search_srp_jobs
Equifax,Database ,"Pune, Maharashtra, India",Actively recruiting,https://www.linkedin.com/jobs/view/3839953507/?eBP=CwEAAAGN_r0T15X-jYYA_U8422gvl6YNT8vJ_gCOcJYNgV4s2mFTfF7BEN7UeqNPV4dRbSEY-xkCe_-NTJy1GN3GetqxNa2S3SNTf6Ilmddanre6Hzcs7twy_rYuMb1mk4V6LDE-5Hs9gMKGKkHC4WyJqyxBe-WBkd84ldUkw8UmCOvkebAMyL0lKeYtYCtTeeL4tnqv2rlfyabdd2saEUiFHDSTmfHf9TvWEM_KMRp-uIO_s8uMqDQEleo5zUuTK0PVVlTratjQvijsSrbV6otUXQ61XlWNWY5C997OTvRt1PQFFEsVlIVQdFNIXcSEWpfUNuxTMbdNrPgOdnwEzGBOh3KxOaJkxekKZjGHhlGQcR4o4RnU3HWa8dlzT1rvl9_nBU57z8uXs_ZqfpdIF9z064Y7TfFJqmWBlg&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=UpSHpOVLm9tmGBM%2FPSbaaw%3D%3D&trk=flagship3_search_srp_jobs
"Itron, Inc.",Database ,"Bengaluru, Karnataka, India",Actively recruiting,https://www.linkedin.com/jobs/view/3809700756/?eBP=CwEAAAGN_r0T11ITSEfxywsWdChfpTg3WYqfDPXqA8Uy3CXf7L_cWGVGv_9aes_bzL1JQGlGzpZXNt-3Z0XE9Fle8l-g_4-X0v21cKLx8Bw43vJMHZ4TlWUoiEKUg8rMvcuDYCEKenbEPcOkrwKkPJVzH4jLfB-ZBlSBPgqRgHWK97GH_2UVFN8KioobSOrYb9ztT0UcQ3kFGgGDscM5xfLSlsqA1zUlD2qG-8TOJUff-jwFSHGe6ZsuAnuQcBdBeac9VqMTQQdDy3UgJmXRezV7ZoV2ALNOVBZl6GhKpIbQa6TQRavbikUw39PfNo699t7ed2QamoRP6uBoK3qg-dSmwMHqrYNr1dWVnYdPzj_xAOnvX4ILcQtPI9UbLKkKocALUy-bVtDjcJbmDp0wWw9tiTfisOaWrVL0lQ&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=1qceTnSaI2vRlcsrI%2BmCWg%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Database ,"Pune, Maharashtra, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3830344122/?eBP=CwEAAAGN_r0T1144OXzEvhfr2P_99YW5zgH_HxH6O1y3ZciIxuE1_ILC1nNfovRefwjDPMbo7OPh1-edlsLJ-PVG0gXZGXpEO2um7eH4_hxDVyUedJ6ZaQ3VxDsMfTPsNbMsz8ltCJhDfMAQEfE8GtmV0ZhK46IX8r0WAPMswqH84Dx108RZ-IY-eeIZhqik9x_Nu3GE2qyE4-nclmddXpg3RAszGhwiVvgFCv6RV9UpXtZwh9fK_21sFZftc8g0Lw7V4maDfjpAa0f23NoEdFPIyXDLwJZmdZg1kpIk4x7NHDx9dcAz1ivVKFrRQMneBmpLpj4YggIymWRkDyQV9W8gt4qRy1HQF13XmXJyLA01rKSs096kWkf3CwaNevEVPl-UapqcUsjtIRpbxbAAEra52Gdim0btMUw&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=BeK1DAgzWBMzFtI5oJCbPA%3D%3D&trk=flagship3_search_srp_jobs
Hectadata.in,Database ,"Bengaluru, Karnataka, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3835159689/?eBP=CwEAAAGN_r0T1503rXocwrBXNgKpHQ2gm_LQ7BiCxT1JrvqNZ0bSozJbvc3AUQEVu63sw5FNnUxVcdVnXweHQ_97tP0O5bGqsAhaFeaxSxZ2IQAivqKYD5OQdmcsvTzqZFwN-MvTlCZbDgkZ5qGUEeTtZLgkvueoRWAIgUKPP7KVXeShsP7VBpUDUmC8NZlQzr3KYa0eTgqEVheK6yVpw2SEOdyMJCB1_j3d74hKtbjEPGZwUfOkLrqdqiHUUCUhGXGyPe1yyXLx7ydhG4VFID4wae9I-uITjRkxErLaJ2qyoSIQ1otVTqSo2kisCDaWbyHH5tbrHSlIxJnF2eiJmVoMWQXC7kZC2bwtdi-7hZV6Vi1-gNHOSCTt6oN3R2bHqLbeNL2OvnEr4qGV0qteZyHvurnRtRlqiBRueg&refId=t%2BDMgYCF8vmjoc%2BTsqGiFg%3D%3D&trackingId=DzfqwCYhLIk1PxQbY2KowQ%3D%3D&trk=flagship3_search_srp_jobs
Goldman Sachs,Asset & Wealth Management-Digital Tech-Hyderabad-Vice President-Software Engineering,"Hyderabad, Telangana, India",2 school alumni work here,https://www.linkedin.com/jobs/view/3837404639/?eBP=CwEAAAGN_r2eb9k0ngYw8kdBlbdLLIcWzYBAfix8XvIVG9qSRj5JxuvVjyMwfgxAksnMYUmXC5j1RYZ1LDiRjPxFGNRikUGCrG7iPGAd07yWS8SNh5GGU79QaGGM1qg07RUwNnSElynBEPAtbuhrp_rUsL9MfnjxY3c0ORDgMtuG0bmOPdeuy8nitf7gYl6peI9HKKc8cV81KwPxuAoIe6yZexrqrbSS9JtHtDgRraih0X6ZRDxpB_YudwITf6mk7fnt7C_4KyyaSSlFLviH__KdJoHMuHKXf0u2-BTT-BsMVeV5qu53W1kXMlCYsXn6F9HL9i8fZhPh7azBkNe09l04uGYGuwX6Nt_koHITpMsvhR9vn1AwppLl8DXkr8oJm8HKkILoC_Wlh9VWznaJ82lWOARYerI-&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=aP22gloSzhj37lbZIZzPiQ%3D%3D&trk=flagship3_search_srp_jobs
Goldman Sachs,Asset & Wealth Management-QIS Tech-Hyderabad-Vice President-Software Engineering,"Hyderabad, Telangana, India",2 school alumni work here,https://www.linkedin.com/jobs/view/3837407222/?eBP=CwEAAAGN_r2ecAQPW1D3a-g6uKctQF579nwOW5auNOkKS-zzMv67TInC4lMyiEtUqcurtYt9dsUKLRKQXtshJXh_Kyah1JYLk3zSRo3uyXk01Hfx-ounjvL8H7_0dGQd0yf30PTLtKS_9CScrMXZIhN6DFtcEz0HPUjh82SVN9_1UYR8W5e9whGVueRY-2yQSna4sjOsQriJwA0_eHRB0Q1Cv_qn24RdrFeFnL8tlHpKs7gE_C0cMzg_BriCg60EO2qsD_YPemz8MuXU5Wlu4yEWmbRxwtCS_iHhmcL9NKbIjJX5VBA-ynxcYSPgMCcdOv35jK0gfqTLG7TkLElGx55U4Kw-A35utPB9l2kRguhfuEbBgLcQc31v6n28GJmeYCSkMLarqmZ6X0flOPxjBqmqhj1hFBVy&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=uNvjb5wuuZIlzdZgYhM50Q%3D%3D&trk=flagship3_search_srp_jobs
Irya SmarTec Private Limited,Technical Sales Engineer - Electrical projects,"Bengaluru, Karnataka, India (Hybrid)",Your profile matches this job,https://www.linkedin.com/jobs/view/3836585316/?eBP=CwEAAAGN_r2ecFbOXELgKKNUKQjN495BPEJEIS_k7PK39bHEWOIhEujcFTA7Z2dPgLGW_rzi8vOjF-UDTpNJ3VlQDf2IESxOS5Vjkl1BTA8ebXJrPsjq5uVLNb5r5ngSrsHkPH-Rjx04RcuQvLbO2-xP1NgHD5wUWAs59JuQdgdrDTDlQgFi96GF40zgZYh4SbYQ4xkRqc4IPVfOVk5wJzIy9gSMCdzrqWfe8Zf2PovNsczSXfw_4aL4Oi5gwJg02VBkxCR73mLgF8xxyNJyPjzwWD5BFoYwdeKkDn5kGfqsjQvfoArnQM26jonpM2GnohUFrSfYee8A70l_sNpyj2UtYLSxDPycN8UtQMrFMOQdLb_eCxiYfQOep1tGY1qfb7nk8ytkCyxVm6WVsbQ_Lv5-rtSZqgF9wrqwvQyxB6F9o8046GzsBFrtgDDB&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=V0x8YzhChdF0EzkMj2czew%3D%3D&trk=flagship3_search_srp_jobs
Goldman Sachs,Asset & Wealth Management-QES Tech-Bengaluru-Associate-Software Engineering,"Bengaluru, Karnataka, India",2 school alumni work here,https://www.linkedin.com/jobs/view/3787022532/?eBP=CwEAAAGN_r2ecMP6DRpbfwcaZuT6S1CcnbECRfdTTz-4alzgj-5cyPSMLUqewHcCwG8px8rFV5v4Jn-xd6Pd51kadTraaUWHh8bwhy3KO09szxh4m6ZKtqxgHXjoYF7gwlyLh_XG-b8i7BukAazQna9rbu86QmX0MtYovZtvVdrg7-sVEiztluFD5o8pBtJHVFYqto4Ho8_ZaWmiD_5K7wHk4HIsc2DGAz5Zt52YeW4UQ28c_OrRW4y0c5W5lcMxrN0zEoQWzMRIgFVOm2XWGnRJzV8sbVYiELhpuRPwCftkAAcQ0_i3K7kPGh0cvPcWr8ZB4sHV0gXwQ20rWx5Z0ToDHmP5JHu1GAf_tqnp9utNW7V5hmX0PVm3YOIs2MD7KmrLvrADGNPSi9P_LDvRWBeCBWbga_Ry&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=xM2U1B3yUj4fS2z7mEgJ9g%3D%3D&trk=flagship3_search_srp_jobs
Mercados Energy Markets India,Analyst-Enterprise SaaS,"Patna, Bihar, India (On-site)",,https://www.linkedin.com/jobs/view/3830612626/?eBP=CwEAAAGN_r2ecIQRgKWJ5BQDrKSm2FXDQ0poUiejrkXkSAcbEoFG3Sg84eXwSMIwOnEk60YcMfAYsolmGs_QlzjZbzWBRUao-N_P1GfMDgXZs8UWuLRhAOt8EbUpJ9hTi9OJ_zgBlmsRNWFhksxy1J77-NzjnTEaR3uYFSLIYq1aC2Vksde3LBzWiafdTeansY_Ze7r-RCSFQMK04uvWZbgTLaPPYjluqOYQ2XL46rrLG5Sb_51JLywsldvwN5eIMU35SEp8icb6Udl6LHhmhfMFkxvi2Ja8Ys1YlmycBR_SGquJVpt4QFP6AHMnhnPbFPDm78uHY0EUMT9h5USfq0BGnmeOyFAEE_MVjGj0ehp6kpM4gH_ONjlBvz_OyBJTY71GzOiQtj-1E2vl_d59D74jD0y8V3F6&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=Uw499aHrwtqoxePTm2uGPQ%3D%3D&trk=flagship3_search_srp_jobs
Goldman Sachs,Asset & Wealth Management-AM Middle Office Technology-Bengaluru-Associate-Software Engineering,"Bengaluru, Karnataka, India",2 school alumni work here,https://www.linkedin.com/jobs/view/3837406255/?eBP=CwEAAAGN_r2ecGOa0Qd9lkR830EM9iPzt8dOQj8KNu82Zs8ouF9cZQhjYTGRVGIrFwIyA2BdJ_cYV6eRRe4OrybM4T4QTogyw7Sfk4DJwXLu27uTSRY7q9m9i0Z-oTuZe3Pcw89VtUDWSQdA-yaVq5iUqD3AJyTEzjWWUn18JTljRPPUlD2O-Y8CaTpYwLr6JaCGhgeiBix6MD--mpl9O7HZ45JMOk80h4FJ5v8frs7-h_5sna7T_3Z4glIGZBKK6F4RrIiAEFrjZqNwKX1rHz4SWiSYv27AKBnReRqQLZpWrZzbtnNKIYuPVUTKTg-Cm0sBmZ7Ndmw1XmbBgxxMrRXA4nqDctC6goJ0J4AIRaAUA0xJK8nxQ4mH8l-cQ2NX-KEB-6FXHNEv2eCcKwLru9Qf2BCzPw&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=y92fTGVF%2B4gCpa11VwXCaw%3D%3D&trk=flagship3_search_srp_jobs
IntelleWings,Engineering Manager,"Chandigarh, India (On-site)",Your profile matches this job,https://www.linkedin.com/jobs/view/3731933690/?eBP=CwEAAAGN_r2ecN7OoWEtMS986WG2ML3Gks6ujR7a2Jyhvfyg8LxDf9Fbj4IBO6A5aOeCafb8mRBlZhdrufdjjQsbPNaQa0UZseikmYusHkiGw19ewOD_7Qc0ulCRsa8-otiZCvpzJJ20hmJm2i6vmuY5q7EI1_Bsuxt7pLBtLzubPkGmVKxK0EZi2umm6Ty3u0cbn2JrsGwsbMDKTKo0noryeYTP1xYBW6cqUT5NlkaYS4EUjn8kLCscnVtzljtvxbma58ADjd7gzcXt5NbwX4vZVyuF4vo_O_uQVVKHMu3XjsLCT6iF8QkRsT1XT20l3DmEDofd3eW6oefBg7k4E_CCU8jzefwSr5WHS7SD007DgaABeWfgDxlQSRDARWQfPtlpvPZXSZwS4gxeuktyDaYvNYAN8ONw6KddV-5HHkORjkcfocTE9zOeTDLb&refId=yGvlZnIwnd0H0Gp5XEqfGw%3D%3D&trackingId=NGx8FJhUiQvVL28Lcj61iA%3D%3D&trk=flagship3_search_srp_jobs
Illumina,Staff M365 Administrator,"Bengaluru, Karnataka, India (On-site)",,https://www.linkedin.com/jobs/view/3797190484/?eBP=CwEAAAGN_r3hUzOhj7sZj_FdJcGUWX4jBGs3BHJ_CCGEROqDSeW-ZXgg3c77s70PVl2Ek6DV7o6OI9EZ_NJuRmq8_aZvQgMeWS7u6AFHxlzdyK1MWVpvrKD10zPCcAC0cQ9tGnPrFIXf7cUEHl4kOacrPMXJgMw1OE38bxtAeP4CewhUDzFhfp0Ao7C6Rq0qYjPtteb1_STkP3uDSvdNmfww3Hn4-K3K4Knx4azAWEk8zyLYnioj6U6m1WONvXJPyCShh1mSQzgUPQsOuz-iy4_pthn5zTZ1LXc-V9DGyllCkTIhSNY84Ns7y46QlhGS-LFnZJ5-uFdNx9xAIY_YjcerWnQYORcULaxmJQSs-sxW8QWBUawvwnyvV2ZWCZb2eXz6hsiMWDiBBSEwUOkfBKWC5NFhTU7D&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=RqNd6ttVmPBBWockehXBvA%3D%3D&trk=flagship3_search_srp_jobs
ACV Auctions,"Engineering - Marketplace III, iOS","Chennai, Tamil Nadu, India",Actively recruiting,https://www.linkedin.com/jobs/view/3805230957/?eBP=CwEAAAGN_r3hU0ZU3JQmfo7UybTWmGC1GFX3zf0XOTQdAQBJlTbUM3UYIkuO_xma0N8XqjEaypfYK7p-MecXuiR4ZMPIAKmRjo8iNvkICfpy8vE8p3wL6WmpbEdAp9Yvw8NrfrUAUoF8CEBCSW1NvAXojRfsbWOTbk2DKlDKwtBmQcN1wsLQZBxmfoWh5RBe4P_cLx7YfYzCkLRdwyT5UwLxALBLmLWWUHzwTw1RJtynDPBkIA09aeAd0d3BC9-wmj6MOdYnuYZq2hmKUOblf0zaIZnWc4hb5WnLSb6-UZ1EGk1sOWDVMtus3CbsHPWPoHbHxA0U3ABCbggQPT0FK9J7GdjVQjM1C9g0ZQLfTbIgHC_4n0pAYqpc65XffcJdhqa8S-bUZyi_u0AFGv-5ZAIRwu5Yew&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=Qm%2BGAPmuuT6MmovnhvZjVg%3D%3D&trk=flagship3_search_srp_jobs
Cyient,Systems Engineer - Personal Health Care,"Pune, Maharashtra, India (On-site)",1 school alum works here,https://www.linkedin.com/jobs/view/3805204325/?eBP=CwEAAAGN_r3hUzkt2B9lTaIE9d3vzmRxC00VLnzt4EZsjSS-POS-UH2jxtUALnlwj5EDSiMrVH7i-mZ0mU8_9BD8BsjnVBhlB03SfuGcKq6CY5cIYonA4UGGPsfG-UMZZBf-8CrkRQltGcNlBte9r2Mbps_fC_LjoMjsj_WJV1H98oWbGQqQsBrBKxl3slJBf0OSCnv0Crgjn0lo58hfbWbBrr7sucPZ9t-DD01pcXU3CX1dqVewOazldWJIAB4a_qOSrOuaZH7_tBJ2i1TUsnLKD2Zw8uu85LmxQYy4T2AKd1nboGkMe_WFUhaodjiZAb3rFzDfCLJSMHfeHb5UHmskUmCb9cSGdOcNrajbTEfs89v2qcr-bpk49Et9R1ZzYjxsWf-BD1X6CxKw6C4m7x2-VX15zCNv&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=DxyM4hHCoev4NfZdWLcD8w%3D%3D&trk=flagship3_search_srp_jobs
Uplers,Go Language Developer- WFH,"Aurangabad, Maharashtra, India (Remote)",1 school alum works here,https://www.linkedin.com/jobs/view/3825471509/?eBP=CwEAAAGN_r3hU6cpKj-QxBeufAcHONUm6ETlMwRrVQUu6sfGDWd-dw2PPQzqaKNAxBuT0soX9DV3iGkzEXHPWTfU-iTfXUJz2dmEMQonG9gpUroIkMxnvAFVlOuetFZ4FDhkPhya4heIJnaWjOMddPWxhuenAi83CV4J_3B5N8kERkZDKIQz9YYwNKODOjmo7_1XIdqu7vO2l_bJ3A21godc459aAjmw4SVYmtB5kMy290a0CZPyvDttmlECoaK28y8PtHV0jU1jhDHzSdR9f23cQJBVXRt8MMWSXAXF275nlRoai_elJ7ofJ7bZLNDsSTqDyjtxM5Yex9JoMz_oo6BPZc7pXxeprC7G0GJOqC2bRSfSTUJx1Jwr5dzc9FCtMIfUaOtYaEkTcJa848MlK6JX5XKM-Q&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=eOe7KvncukY9S0ypMz9FRQ%3D%3D&trk=flagship3_search_srp_jobs
UNISON INTERNATIONAL CONSULTING (The Recruitment Company),Steward / Stewardess,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3829621599/?eBP=CwEAAAGN_r3hU1C0u9MVA8IvDOnLs3ILEAY7umW66YQOv-r2275-viJV73ktk_mp_wUSn7vyGRqpX-JivmDkbC4QSv4r_8WqRGo8Npav0BF7AwpyiKnWALhW9a-RgoRfyVju5Bilk5yvlaKmr9HZGY00neBav4lUF8juzdPLlTxyH94Vl7yvim5TOt8TFGPMcMljRNf20s4190L596DlEfY7GbX1eed2Ccvcvr0AN49ZSAKVLw2AdCqp5P4xL7VArnHPT-7MtmcgfT_XHjIR_V5KTMArreEizgIdDi9-W5wARFKN3iuFqHDAoVoe7I445b9eJWWVvqZtpy7F2X_zvFznZwJrO-q74OrUyl7NwjhJX_ImeRubvehyqygfDq5g0e7EJCXEZ2UnSjaDFqUjiwyMrL-MtzJ1&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=CDKYXxBiY%2BtrXnzmJAeHLw%3D%3D&trk=flagship3_search_srp_jobs
Intel Corporation,IAPM Developer,"Bengaluru, Karnataka, India (Hybrid)",19 school alumni work here,https://www.linkedin.com/jobs/view/3832595066/?eBP=CwEAAAGN_r3hU3p0mZ7IMseKcibVYsTHfVYk4_seYcAMGYl5KT65SMOG0-M6Mv7vfgMsWRY47Dyl2iL1pnJ9pATlZqEB1rweOIOC5slwqOjGKLW1_xFkwUfYfd4ypJNUYCPyNE673mL0j74-Y0goLKlNJAw9e0XVmXTWa4PWLcU6V1YyEHupkaHsn_JdP1fLZOqt59kspgfOs39u6u1OiQndTwrdNdJf0A9JBYkn9E_dQT5ty2weNSP-uroG_INhs7-O2SqnQ3yneFSfU4oW_Oj1MKIap9YetOX81FI0jymIUfFx9Kxu2SPmdV3kmuLQzIW_YWHvDES3aqr01EgZ0NdyCsMWHkadmPhePlPd0XhiJuifOizibdfmZTJ567x-tipCpJnW9kx0qIeAe-0-iAn3gtgtVai5&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=FLcKROvnVtrQNB0Av67svQ%3D%3D&trk=flagship3_search_srp_jobs
Northern Trust,Principal Engineer - EUC,"Pune, Maharashtra, India (On-site)",3 school alumni work here,https://www.linkedin.com/jobs/view/3785659390/?eBP=CwEAAAGN_r3hU2aW_z8c7zRGw8wQEFwhtSUa2mqsJpUm4ZNnnOYO-GvZaBJHCX5quCbCDoMwpfVgRr6r8EgrHae65xzsLsfHFGBmpp-paxxl7IUM6AvPDdHRwKL5F6IEoBvKkpKw37e4sOGwSSE4Fwp36gt6YGC76j20GkDbZPZGnl88WysAehnmlOBHubvlF1-LhvOr6Zx2mmaygkKTnGL6uglll5ludzrJk1TGqJ-npSmJWMgGPofoFtiTSJWpCTI5OwWDSyBWwIl2BORyKENZi6yOloMa0P4wnwiKTttRmq5aEYa6IX_AGMSkuIl7OTZtxPqU0bE-Rs4QRRGEfmv3Rj9YOZOk7ilW7mkXp8vuqRQ58M43AHuTU49SBaJvJI4EnPu2-bcIpANW9McsSeUOlTrDXKON&refId=EFyGkf7WVquyCu57OCvu6Q%3D%3D&trackingId=p4N8MC4UHaQDcHUt6hXXOQ%3D%3D&trk=flagship3_search_srp_jobs
